day,goal_away,goal_home,id,leagu_name,month,parent_url,player,results_away,results_home,round,team_away,team_home,time,url,year
26日,"22分 木本 瑞希,28分 林 大晴,30分 増井 那月,32分 川口 遼己",None,1,JFA 第42回全日本U-12サッカー選手権大会,12月,,,4,0,第1節,大阪市ジュネッスFC,石井FC,"[['22分'], ['28分'], ['30分'], ['32分']]",http://www.jfa.jp/match/japan_u12_football_championship_2018/round1/groupA/match_page/m1.html,2018
26日,"31分 石井 僚,34分 石井 僚,37分 丸山 洸,38分 藤谷 温大","4分 佐久川 友杜,6分 相賀 天晴,11分 相賀 天晴,11分 佐久川 友杜,21分 廣瀬 孝希,40分 相賀 天晴",2,JFA 第42回全日本U-12サッカー選手権大会,12月,,,4,6,第1節,柏レイソル,アリーバFC,"[['4分'], ['6分'], ['11分'], ['11分'], ['21分'], ['40分'], ['31分'], ['34分'], ['37分'], ['38分']]",http://www.jfa.jp/match/japan_u12_football_championship_2018/round1/groupA/match_page/m2.html,2018
26日,"8分 相賀 天晴,17分 佐久川 友杜",None,31,JFA 第42回全日本U-12サッカー選手権大会,12月,,,2,0,第2節,アリーバFC,石井FC,"[['8分'], ['17分']]",http://www.jfa.jp/match/japan_u12_football_championship_2018/round1/groupA/match_page/m31.html,2018
26日,"3分 丸山 洸,34分 丸山 洸",25分 増井 那月,32,JFA 第42回全日本U-12サッカー選手権大会,12月,,,2,1,第2節,柏レイソル,大阪市ジュネッスFC,"[['25分'], ['3分'], ['34分']]",http://www.jfa.jp/match/japan_u12_football_championship_2018/round1/groupA/match_page/m32.html,2018
27日,"2分 尾崎 芯太朗,32分 藤谷 温大,38分 加藤 悠人",25分 板東 晋之介,53,JFA 第42回全日本U-12サッカー選手権大会,12月,,,3,1,第3節,柏レイソル,石井FC,"[['25分'], ['2分'], ['32分'], ['38分']]",http://www.jfa.jp/match/japan_u12_football_championship_2018/round1/groupA/match_page/m53.html,2018
27日,None,"13分 増井 那月,31分 川口 遼己,40分 増井 那月",54,JFA 第42回全日本U-12サッカー選手権大会,12月,,,0,3,第3節,アリーバFC,大阪市ジュネッスFC,"[['13分'], ['31分'], ['40分']]",http://www.jfa.jp/match/japan_u12_football_championship_2018/round1/groupA/match_page/m54.html,2018
26日,"23分 森部 絢,26分 森部 絢",None,3,JFA 第42回全日本U-12サッカー選手権大会,12月,,,2,0,第1節,アビスパ福岡,Jフィールド津山SC,"[['23分'], ['26分']]",http://www.jfa.jp/match/japan_u12_football_championship_2018/round1/groupB/match_page/m3.html,2018
26日,"6分 鈴木 恭平,18分 鈴木 恭平,20分 明石 望来,22分 浅野 瑠唯","9分 首藤 希,14分 首藤 希",4,JFA 第42回全日本U-12サッカー選手権大会,12月,,,4,2,第1節,FCフェルボール愛知,兵庫FC,"[['9分'], ['14分'], ['6分'], ['18分'], ['20分'], ['22分']]",http://www.jfa.jp/match/japan_u12_football_championship_2018/round1/groupB/match_page/m4.html,2018
26日,None,10分 上山 哲平,29,JFA 第42回全日本U-12サッカー選手権大会,12月,,,0,1,第2節,兵庫FC,Jフィールド津山SC,[['10分']],http://www.jfa.jp/match/japan_u12_football_championship_2018/round1/groupB/match_page/m29.html,2018
26日,None,40分 速水 仁,30,JFA 第42回全日本U-12サッカー選手権大会,12月,,,0,1,第2節,FCフェルボール愛知,アビスパ福岡,[['40分']],http://www.jfa.jp/match/japan_u12_football_championship_2018/round1/groupB/match_page/m30.html,2018
27日,"6分 小浦 京之助,8分 明石 望来,9分 水巻 時飛,21分 三辻 元希",None,55,JFA 第42回全日本U-12サッカー選手権大会,12月,,,4,0,第3節,FCフェルボール愛知,Jフィールド津山SC,"[['6分'], ['8分'], ['9分'], ['21分']]",http://www.jfa.jp/match/japan_u12_football_championship_2018/round1/groupB/match_page/m55.html,2018
27日,None,10分 速水 仁,56,JFA 第42回全日本U-12サッカー選手権大会,12月,,,0,1,第3節,兵庫FC,アビスパ福岡,[['10分']],http://www.jfa.jp/match/japan_u12_football_championship_2018/round1/groupB/match_page/m56.html,2018
26日,None,"2分 香取 武,6分 齊名 優太,10分 齊名 優太,20+1分 山中 大輝",5,JFA 第42回全日本U-12サッカー選手権大会,12月,,,0,4,第1節,比屋根FC,川崎フロンターレ,"[['2分'], ['6分'], ['10分'], ['20+1分']]",http://www.jfa.jp/match/japan_u12_football_championship_2018/round1/groupC/match_page/m5.html,2018
26日,None,"6分 竹内 孝誠,39分 和田 陸",6,JFA 第42回全日本U-12サッカー選手権大会,12月,,,0,2,第1節,帝人SS,アンテロープ塩尻,"[['6分'], ['39分']]",http://www.jfa.jp/match/japan_u12_football_championship_2018/round1/groupC/match_page/m6.html,2018
26日,None,"1分 田所 莉旺,5分 田所 莉旺,11分 田所 莉旺,24分 香取 武,34分 新堀 翔,38分 山下 耀翔,40分 関 德晴",27,JFA 第42回全日本U-12サッカー選手権大会,12月,,,0,7,第2節,アンテロープ塩尻,川崎フロンターレ,"[['1分'], ['5分'], ['11分'], ['24分'], ['34分'], ['38分'], ['40分']]",http://www.jfa.jp/match/japan_u12_football_championship_2018/round1/groupC/match_page/m27.html,2018
26日,27分 山内 愛翔,40分 友利 楓樹,28,JFA 第42回全日本U-12サッカー選手権大会,12月,,,1,1,第2節,帝人SS,比屋根FC,"[['40分'], ['27分']]",http://www.jfa.jp/match/japan_u12_football_championship_2018/round1/groupC/match_page/m28.html,2018
27日,None,"3分 齊名 優太,25分 田所 莉旺",49,JFA 第42回全日本U-12サッカー選手権大会,12月,,,0,2,第3節,帝人SS,川崎フロンターレ,"[['3分'], ['25分']]",http://www.jfa.jp/match/japan_u12_football_championship_2018/round1/groupC/match_page/m49.html,2018
27日,"4分 竹内 孝誠,19分 オウンゴール,33分 和田 陸",17分 伊波 樹生,50,JFA 第42回全日本U-12サッカー選手権大会,12月,,,3,1,第3節,アンテロープ塩尻,比屋根FC,"[['17分'], ['4分'], ['19分'], ['33分']]",http://www.jfa.jp/match/japan_u12_football_championship_2018/round1/groupC/match_page/m50.html,2018
26日,"25分 大貫 天太郎,29分 平川 陽斗",14分 横山 旺世,7,JFA 第42回全日本U-12サッカー選手権大会,12月,,,2,1,第1節,スポルティフ秋田,ヴァリエンテ富山,"[['14分'], ['25分'], ['29分']]",http://www.jfa.jp/match/japan_u12_football_championship_2018/round1/groupD/match_page/m7.html,2018
26日,27分 甲斐 蒼士,"33分 竹内 大翼,34分 竹内 大翼,38分 山﨑 遥稀",8,JFA 第42回全日本U-12サッカー選手権大会,12月,,,1,3,第1節,FCバレンティア,サガン鳥栖,"[['33分'], ['34分'], ['38分'], ['27分']]",http://www.jfa.jp/match/japan_u12_football_championship_2018/round1/groupD/match_page/m8.html,2018
26日,"17分 竹内 大翼,30分 竹内 大翼,34分 竹内 大翼",3分 西川 敬亮,25,JFA 第42回全日本U-12サッカー選手権大会,12月,,,3,1,第2節,サガン鳥栖,ヴァリエンテ富山,"[['3分'], ['17分'], ['30分'], ['34分']]",http://www.jfa.jp/match/japan_u12_football_championship_2018/round1/groupD/match_page/m25.html,2018
26日,23分 甲斐 蒼士,None,26,JFA 第42回全日本U-12サッカー選手権大会,12月,,,1,0,第2節,FCバレンティア,スポルティフ秋田,[['23分']],http://www.jfa.jp/match/japan_u12_football_championship_2018/round1/groupD/match_page/m26.html,2018
27日,27分 高井 悠史,10分 新保 瑠偉,51,JFA 第42回全日本U-12サッカー選手権大会,12月,,,1,1,第3節,FCバレンティア,ヴァリエンテ富山,"[['10分'], ['27分']]",http://www.jfa.jp/match/japan_u12_football_championship_2018/round1/groupD/match_page/m51.html,2018
27日,"23分 宮崎 優二,37分 竹内 大翼,38分 森田 偉斗",8分 朴 智晟,52,JFA 第42回全日本U-12サッカー選手権大会,12月,,,3,1,第3節,サガン鳥栖,スポルティフ秋田,"[['8分'], ['23分'], ['37分'], ['38分']]",http://www.jfa.jp/match/japan_u12_football_championship_2018/round1/groupD/match_page/m52.html,2018
26日,None,"4分 橋本 生輝ミラーン,18分 澤根 聖清",9,JFA 第42回全日本U-12サッカー選手権大会,12月,,,0,2,第1節,明治北SSC,敦賀FCフレンズ,"[['4分'], ['18分']]",http://www.jfa.jp/match/japan_u12_football_championship_2018/round1/groupE/match_page/m9.html,2018
26日,"7分 川村 紀吏,22分 川村 紀吏,30分 芹澤 飛勇,39分 矢島 礼偉","9分 渡辺 涼介,26分 小西 悠世,36分 峯野 倖",10,JFA 第42回全日本U-12サッカー選手権大会,12月,,,4,3,第1節,鹿島アントラーズつくば,大山田SSS,"[['9分'], ['26分'], ['36分'], ['7分'], ['22分'], ['30分'], ['39分']]",http://www.jfa.jp/match/japan_u12_football_championship_2018/round1/groupE/match_page/m10.html,2018
26日,"6分 水谷 颯翔,19分 秋田 幹太,27分 大倉 彪真,33分 秋田 幹太,35分 大倉 彪真,40+1分 峯野 倖,40+3分 松田 直大",35分 橋本 生輝ミラーン,39,JFA 第42回全日本U-12サッカー選手権大会,12月,,,7,1,第2節,大山田SSS,敦賀FCフレンズ,"[['35分'], ['6分'], ['19分'], ['27分'], ['33分'], ['35分'], ['40+1分'], ['40+3分']]",http://www.jfa.jp/match/japan_u12_football_championship_2018/round1/groupE/match_page/m39.html,2018
26日,"9分 芝 碧斗,34分 芝 碧斗,36分 大内 完介",None,40,JFA 第42回全日本U-12サッカー選手権大会,12月,,,3,0,第2節,鹿島アントラーズつくば,明治北SSC,"[['9分'], ['34分'], ['36分']]",http://www.jfa.jp/match/japan_u12_football_championship_2018/round1/groupE/match_page/m40.html,2018
27日,"9分 テルプゴフ・ナザル,15分 テルプゴフ・ナザル,17分 芝 碧斗,18分 徳田 誉,19分 芹澤 飛勇,35分 元木 逢良",None,61,JFA 第42回全日本U-12サッカー選手権大会,12月,,,6,0,第3節,鹿島アントラーズつくば,敦賀FCフレンズ,"[['9分'], ['15分'], ['17分'], ['18分'], ['19分'], ['35分']]",http://www.jfa.jp/match/japan_u12_football_championship_2018/round1/groupE/match_page/m61.html,2018
